t,v
0.0,-1.0135439152406696
0.001000020000400008,-1.0432351151507038
0.002000040000800016,-1.0158756759944516
0.003000060001200024,-0.9806475533670906
0.004000080001600032,-0.9640359275764306
0.00500010000200004,-1.0233984831029854
0.006000120002400048,-0.9998614075151447
0.007000140002800056,-1.0189529543908198
0.008000160003200064,-1.0140525719474125
0.009000180003600072,-0.9992438095886135
0.01000020000400008,-1.0310217182699184
0.01100022000440009,-1.0584763132557873
0.012000240004800097,-1.006009874008704
0.013000260005200104,-1.039789419804943
0.014000280005600113,-0.9991516938979604
0.015000300006000122,-1.0043176301807224
0.01600032000640013,-1.0141594012292923
0.017000340006800136,-1.004389816864554
0.018000360007200143,-0.9928350341841087
0.019000380007600154,-1.0268352117974764
0.02000040000800016,-1.045203560120723
0.021000420008400168,-1.004241042221185
0.02200044000880018,-0.991138297963327
0.023000460009200186,-1.03935678894159
0.024000480009600193,-1.0030558769415798
0.0250005000100002,-1.05125015915207
0.026000520010400208,-1.0100327073299493
0.02700054001080022,-1.0275645464949874
0.028000560011200226,-1.0422769383781503
0.029000580011600233,-1.0776030312854055
0.030000600012000243,-1.0585789340834066
0.03100062001240025,-1.0559053017334814
0.03200064001280026,-1.0090263570120042
0.03300066001320027,-0.9898105340353387
0.03400068001360027,-1.0064953624502826
0.03500070001400028,-1.0302223594433721
0.036000720014400286,-1.0532200705088008
0.0370007400148003,-1.0317060383961267
0.03800076001520031,-1.0257117578800234
0.03900078001560031,-1.040803118380183
0.04000080001600032,-1.033267186580599
0.04100082001640033,-1.048516815496286
0.042000840016800337,-1.0747546178134484
0.04300086001720035,-1.0629530080947376
0.04400088001760036,-1.0536594143025346
0.04500090001800036,-1.0541917226980912
0.04600092001840037,-1.0381833129185973
0.047000940018800376,-1.0265988277800588
0.04800096001920039,-1.0747067610624725
0.0490009800196004,-1.0477970533563659
0.0500010000200004,-1.0256055133954898
0.05100102002040041,-1.0804117349787028
0.052001040020800415,-1.062018935481032
0.053001060021200426,-1.054378115105973
0.05400108002160044,-1.0672046487076172
0.05500110002200044,-1.0809640005600925
0.05600112002240045,-1.0436438338929257
0.05700114002280046,-1.0469893454638954
0.058001160023200465,-1.0476587671294855
0.059001180023600476,-1.112208596453922
0.06000120002400049,-1.0736393638579311
0.06100122002440049,-1.0614900145129258
0.0620012400248005,-1.0666743634228049
0.06300126002520051,-1.025454696887516
0.06400128002560052,-1.055323207231721
0.06500130002600052,-1.0552955147144076
0.06600132002640054,-1.0634570033829691
0.06700134002680054,-1.055867847295343
0.06800136002720054,-1.0939461320694495
0.06900138002760056,-1.0625649236383798
0.07000140002800057,-1.0719424602899779
0.07100142002840057,-1.0699056548088044
0.07200144002880057,-1.0764524123470347
0.07300146002920059,-1.0683237206972471
0.0740014800296006,-1.114432181308827
0.0750015000300006,-1.0844176497073856
0.07600152003040062,-1.0628279448784999
0.07700154003080062,-1.1215685556185957
0.07800156003120062,-1.0803403981105058
0.07900158003160064,-1.0829319305566338
0.08000160003200064,-1.107346312789058
0.08100162003240065,-1.0896161587510371
0.08200164003280067,-1.063011532360758
0.08300166003320067,-1.0807854879236007
0.08400168003360067,-1.0996442169940732
0.08500170003400069,-1.0983537566665642
0.0860017200344007,-1.101033304975639
0.0870017400348007,-1.1046479697863598
0.08800176003520072,-1.068898343255804
0.08900178003560072,-1.114594719625598
0.09000180003600072,-1.111328075999486
0.09100182003640073,-1.0750198556293245
0.09200184003680074,-1.1203282313560885
0.09300186003720075,-1.103912391313382
0.09400188003760075,-1.1263025073254072
0.09500190003800077,-1.0969405628738471
0.09600192003840077,-1.12464444514431
0.09700194003880078,-1.091052864905285
0.0980019600392008,-1.12348411166615
0.0990019800396008,-1.1189546980699665
0.1000020000400008,-1.1603385703364375
0.10100202004040082,-1.1561474457863148
0.10200204004080082,-1.1310347117939756
0.10300206004120083,-1.1019918624615905
0.10400208004160083,-1.1427008971794328
0.10500210004200085,-1.1253270286992085
0.10600212004240085,-1.1172811533518412
0.10700214004280086,-1.1126671875824847
0.10800216004320087,-1.1499541908880813
0.10900218004360088,-1.1316800735541286
0.11000220004400088,-1.132989404427038
0.1110022200444009,-1.0971356610571914
0.1120022400448009,-1.141525024169482
0.1130022600452009,-1.1299791495480453
0.11400228004560092,-1.1495259103986686
0.11500230004600093,-1.1045767116971008
0.11600232004640093,-1.1316004685065943
0.11700234004680095,-1.0946551395924324
0.11800236004720095,-1.1225779382554912
0.11900238004760096,-1.149601225200139
0.12000240004800097,-1.1533964531250065
0.12100242004840098,-1.1270826025565044
0.12200244004880098,-1.1370014209499903
0.12300246004920098,-1.1590919713609102
0.124002480049601,-1.1619565378331103
0.12500250005000102,-1.1686182579795625
0.12600252005040102,-1.1058506044764358
0.12700254005080103,-1.1499895596315288
0.12800256005120103,-1.1634618294788324
0.12900258005160103,-1.1541588395006293
0.13000260005200104,-1.1501164294534332
0.13100262005240104,-1.1392466722627483
0.13200264005280107,-1.1504418730317851
0.13300266005320108,-1.1143052168150822
0.13400268005360108,-1.1465314926388848
0.13500270005400108,-1.1473522002857945
0.1360027200544011,-1.1625312812555149
0.1370027400548011,-1.1289221906707916
0.13800276005520112,-1.1541136041981144
0.13900278005560113,-1.1360195677706832
0.14000280005600113,-1.1796628365887722
0.14100282005640113,-1.1524598420085135
0.14200284005680114,-1.1520265331623152
0.14300286005720114,-1.1747814576060498
0.14400288005760115,-1.1587793794100274
0.14500290005800118,-1.184783033037071
0.14600292005840118,-1.1864513190497685
0.14700294005880118,-1.1621692368272272
0.1480029600592012,-1.1582532418370526
0.1490029800596012,-1.157958259889027
0.1500030000600012,-1.178487352647389
0.15100302006040123,-1.1794284569324398
0.15200304006080123,-1.1707996105235898
0.15300306006120123,-1.1820013577926525
0.15400308006160124,-1.2130901544668145
0.15500310006200124,-1.1476957118574562
0.15600312006240125,-1.1544072661355054
0.15700314006280128,-1.198376475627716
0.15800316006320128,-1.1866992270329497
0.15900318006360128,-1.1716717357498774
0.1600032000640013,-1.1680494366704965
0.1610032200644013,-1.220335501968213
0.1620032400648013,-1.184437293174809
0.1630032600652013,-1.2172679221874823
0.16400328006560133,-1.1751362484964862
0.16500330006600133,-1.143513310202553
0.16600332006640134,-1.2244104327754108
0.16700334006680134,-1.1988576303719876
0.16800336006720135,-1.1850385168240216
0.16900338006760135,-1.198488169520881
0.17000340006800138,-1.2048046577913392
0.17100342006840138,-1.1887085930281307
0.1720034400688014,-1.1693842569481647
0.1730034600692014,-1.1923673731498101
0.1740034800696014,-1.2062304640484072
0.1750035000700014,-1.1838524724297304
0.17600352007040143,-1.1971448925890626
0.17700354007080144,-1.1943070282983126
0.17800356007120144,-1.2025162608469804
0.17900358007160144,-1.2045315138869481
0.18000360007200145,-1.1730694673642412
0.18100362007240145,-1.1786764268134506
0.18200364007280145,-1.211625129177099
0.18300366007320149,-1.2215253035860445
0.1840036800736015,-1.2076879327174572
0.1850037000740015,-1.2085253555210602
0.1860037200744015,-1.2157150687460703
0.1870037400748015,-1.1913312612870695
0.1880037600752015,-1.2266276447122766
0.18900378007560154,-1.2298971958961116
0.19000380007600154,-1.2075404238643432
0.19100382007640154,-1.2169618432667924
0.19200384007680155,-1.2217695465327731
0.19300386007720155,-1.21579772870056
0.19400388007760155,-1.1674994984757832
0.19500390007800156,-1.202668000294024
0.1960039200784016,-1.2076894277297803
0.1970039400788016,-1.1763272677572234
0.1980039600792016,-1.2107802881095213
0.1990039800796016,-1.2382754882297262
0.2000040000800016,-1.236029013375948
0.2010040200804016,-1.2687860772375776
0.20200404008080164,-1.2064554373617502
0.20300406008120164,-1.221114358030162
0.20400408008160165,-1.2282517599529759
0.20500410008200165,-1.239866857036059
0.20600412008240165,-1.2585882289752957
0.20700414008280166,-1.2314660224340086
0.20800416008320166,-1.2283804570420183
0.2090041800836017,-1.2333023656999227
0.2100042000840017,-1.2937397505722354
0.2110042200844017,-1.2001132057191228
0.2120042400848017,-1.2500766638630587
0.2130042600852017,-1.2878975932796328
0.2140042800856017,-1.2242551036800573
0.21500430008600174,-1.246303165613857
0.21600432008640175,-1.2373068042928639
0.21700434008680175,-1.2392634894948522
0.21800436008720175,-1.2692497526034068
0.21900438008760176,-1.2635532829369747
0.22000440008800176,-1.2200900502428542
0.2210044200884018,-1.2499690522333833
0.2220044400888018,-1.2625613892995757
0.2230044600892018,-1.2637304285083582
0.2240044800896018,-1.2613900868673333
0.2250045000900018,-1.2815120816815995
0.2260045200904018,-1.2522655141224779
0.22700454009080182,-1.2734278707011304
0.22800456009120185,-1.2411142749469866
0.22900458009160185,-1.2692986899527414
0.23000460009200185,-1.246288215497895
0.23100462009240186,-1.2551980854984721
0.23200464009280186,-1.2454031491542599
0.23300466009320187,-1.2745949292066414
0.2340046800936019,-1.2658056185893956
0.2350047000940019,-1.242538557155499
0.2360047200944019,-1.2261112051268102
0.2370047400948019,-1.2961213196753216
0.2380047600952019,-1.274836904538598
0.23900478009560192,-1.2776983707788983
0.24000480009600195,-1.2761626231610101
0.24100482009640195,-1.2938228863340027
0.24200484009680195,-1.2704501837436537
0.24300486009720196,-1.282252717772813
0.24400488009760196,-1.274658560054158
0.24500490009800197,-1.2768692175280196
0.24600492009840197,-1.2760887404761816
0.247004940098802,-1.277033301260504
0.248004960099202,-1.2867502057734337
0.249004980099602,-1.28980668681048
0.25000500010000204,-1.2888031887904852
0.25100502010040204,-1.2819088526602118
0.25200504010080205,-1.3078527020386943
0.25300506010120205,-1.2876884966302677
0.25400508010160205,-1.2979672851716497
0.25500510010200206,-1.2928725571777553
0.25600512010240206,-1.2694236204062463
0.25700514010280207,-1.293936418025543
0.25800516010320207,-1.2857347864361988
0.2590051801036021,-1.2695775487111083
0.2600052001040021,-1.3020688451997293
0.2610052201044021,-1.2810840282591076
0.2620052401048021,-1.2615797016984045
0.26300526010520214,-1.2957562460110081
0.26400528010560215,-1.279083936513487
0.26500530010600215,-1.2813842112723393
0.26600532010640215,-1.3151205642773454
0.26700534010680216,-1.3101222454678423
0.26800536010720216,-1.2993846598810581
0.26900538010760217,-1.281270353163162
0.27000540010800217,-1.302418389196997
0.2710054201084022,-1.3150889919487556
0.2720054401088022,-1.318859988349757
0.2730054601092022,-1.2889046655656848
0.2740054801096022,-1.301802160868468
0.2750055001100022,-1.3039907320936062
0.27600552011040225,-1.3142906576499533
0.27700554011080225,-1.3413076421548487
0.27800556011120225,-1.3163358259362035
0.27900558011160226,-1.320010714360254
0.28000560011200226,-1.3502964589576059
0.28100562011240227,-1.320082548586132
0.28200564011280227,-1.3300688014151192
0.2830056601132023,-1.3421131677153766
0.2840056801136023,-1.3206276224827973
0.2850057001140023,-1.334452078465649
0.2860057201144023,-1.3207529561580957
0.2870057401148023,-1.319039649549855
0.2880057601152023,-1.3170001030869223
0.28900578011560235,-1.2940814856394063
0.29000580011600235,-1.2953784284541812
0.29100582011640236,-1.317439072650904
0.29200584011680236,-1.3339868426698744
0.29300586011720237,-1.3433659000490956
0.29400588011760237,-1.3368046066510668
0.2950059001180024,-1.3126105791781502
0.2960059201184024,-1.3366366247394812
0.2970059401188024,-1.3212777202407924
0.2980059601192024,-1.3226805697853086
0.2990059801196024,-1.3599659214926603
0.3000060001200024,-1.3487077563721457
0.30100602012040245,-1.3094661485506758
0.30200604012080245,-1.346216730980789
0.30300606012120246,-1.3063986510738472
0.30400608012160246,-1.3043675834851443
0.30500610012200247,-1.3481615847994135
0.30600612012240247,-1.3263866173373957
0.3070061401228025,-1.3651870080929307
0.3080061601232025,-1.3471186839887874
0.3090061801236025,-1.3505887677638893
0.3100062001240025,-1.3394638288876946
0.3110062201244025,-1.3635197601121933
0.3120062401248025,-1.3338840105969785
0.3130062601252025,-1.3419925411719056
0.31400628012560255,-1.374165380624576
0.31500630012600256,-1.3526704327518126
0.31600632012640256,-1.3620049484143055
0.31700634012680257,-1.3679582014733862
0.31800636012720257,-1.3502816283826187
0.3190063801276026,-1.3334758993118536
0.3200064001280026,-1.3581922390768617
0.3210064201284026,-1.3576983986360776
0.3220064401288026,-1.3433368292992423
0.3230064601292026,-1.3401125658274111
0.3240064801296026,-1.3799053309160976
0.3250065001300026,-1.360790245838612
0.3260065201304026,-1.3702824613171258
0.32700654013080266,-1.3660800511779256
0.32800656013120266,-1.3256287533924946
0.32900658013160267,-1.384948226213513
0.33000660013200267,-1.3630663129515752
0.3310066201324027,-1.3469909839426697
0.3320066401328027,-1.328846424045237
